Ancestro Racial Definitivo;Año;Ciclo Vital Definitivo;Cod Mipio;Clasificación de la Desaparición;Departamento Hecho Dane;Día Definitivo;Entidad Usuario que Radica DEFINITIVO;Escolaridad ajustada;Estado Desaparición Definitivo;Estado civil;Factor de vulnerabilidad;Grupo EDAD;Localidad;Mayor Menor De Edad;Mes Definitivo;Municipio Hecho Dane;Número de registros;Sexo;Tipo aparición DEFINITIVA;Zona ocurrencia DEFINITIVO
Mestizo;01/01/2017 12:00:00 AM;(18 a 28) Juventud;66,682;Sin información;Risaralda;Lunes;Fiscalía - Cuerpo Técnico Investigación;Educación básica primaria;Aparecio Vivo;Soltero (a);Ninguno;(25 a 29);NA;b) Mayores de Edad (>18 años);Enero;Santa Rosa de Cabal;1;Hombre;Ausencia Voluntaria;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;11,001;Sin información;Bogotá D.C.;Lunes;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica secundaria o secundaria baja;Aparecio Vivo;Soltero (a);Ninguno;(15 a 17);Engativa;a) Menores de Edad (<18 años);Enero;Bogotá D.C.;1;Mujer;Ausencia Voluntaria;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;11,001;Sin información;Bogotá D.C.;Lunes;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica secundaria o secundaria baja;Aparecio Vivo;Unión Libre;Otro;(35 a 39);Los Martires;b) Mayores de Edad (>18 años);Enero;Bogotá D.C.;1;Hombre;Ausencia Voluntaria;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;17,001;Sin información;Caldas;Lunes;Fiscalía - Cuerpo Técnico Investigación;Educación básica secundaria o secundaria baja;Aparecio Vivo;Unión Libre;Ninguno;(25 a 29);NA;b) Mayores de Edad (>18 años);Enero;Manizales;1;Hombre;Ausencia Voluntaria;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(18 a 28) Juventud;11,001;Sin información;Bogotá D.C.;Lunes;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica secundaria o secundaria baja;Continua Desaparecido;Soltero (a);Ninguno;(20 a 24);Rafael Uribe Uribe;b) Mayores de Edad (>18 años);Enero;Bogotá D.C.;1;Hombre;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(18 a 28) Juventud;11,001;Sin información;Bogotá D.C.;Martes;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica secundaria o secundaria baja;Aparecio Vivo;Soltero (a);Ninguno;(20 a 24);Kennedy;b) Mayores de Edad (>18 años);Enero;Bogotá D.C.;1;Mujer;Ausencia Voluntaria;Cabecera Municipal
Blanco;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;11,001;Sin información;Bogotá D.C.;Martes;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica secundaria o secundaria baja;Aparecio Vivo;Soltero (a);Ninguno;(15 a 17);Bosa;a) Menores de Edad (<18 años);Enero;Bogotá D.C.;1;Mujer;Ausencia Voluntaria;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;11,001;Sin información;Bogotá D.C.;Martes;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica primaria;Continua Desaparecido;Separado(a),Divorciado(a);Ninguno;(40 a 44);NA;b) Mayores de Edad (>18 años);Enero;Bogotá D.C.;1;Hombre;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(18 a 28) Juventud;11,001;Sin información;Bogotá D.C.;Martes;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica secundaria o secundaria baja;Aparecio Vivo;Soltero (a);Ninguno;(20 a 24);NA;b) Mayores de Edad (>18 años);Enero;Bogotá D.C.;1;Hombre;Ausencia Voluntaria;Cabecera Municipal
Sin Información;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;15,759;Sin información;Boyacá;Martes;Fiscalía - Cuerpo Técnico Investigación;Sin información;Aparecio Vivo;Soltero (a);Ninguno;(10 a 14);NA;a) Menores de Edad (<18 años);Enero;Sogamoso;1;Hombre;Ausencia Voluntaria;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(18 a 28) Juventud;11,001;Sin información;Bogotá D.C.;Martes;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica secundaria o secundaria baja;Aparecio Vivo;Soltero (a);Ninguno;(20 a 24);NA;b) Mayores de Edad (>18 años);Enero;Bogotá D.C.;1;Hombre;Ausencia Voluntaria;Cabecera Municipal
Sin Información;01/01/2017 12:00:00 AM;(29 a 59) Adultez;41,001;Sin información;Huila;Martes;Fiscalía General de la Nación;Sin información;Continua Desaparecido;Soltero (a);Ninguno;(35 a 39);NA;b) Mayores de Edad (>18 años);Enero;Neiva;1;Hombre;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;11,001;Sin información;Bogotá D.C.;Martes;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica primaria;Continua Desaparecido;Soltero (a);Ninguno;(15 a 17);NA;a) Menores de Edad (<18 años);Enero;Bogotá D.C.;1;Hombre;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;66,001;Sin información;Risaralda;Martes;Fiscalía - Cuerpo Técnico Investigación;Sin información;Continua Desaparecido;Soltero (a);Ninguno;(15 a 17);NA;a) Menores de Edad (<18 años);Enero;Pereira;1;Mujer;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;54,001;Sin información;Norte de Santander;Martes;Policía Nacional;Sin información;Continua Desaparecido;Unión Libre;Ninguno;(45 a 49);SUR OCCIDENTAL 9;b) Mayores de Edad (>18 años);Enero;Cúcuta;1;Mujer;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;11,001;Sin información;Bogotá D.C.;Martes;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica primaria;Aparecio Vivo;Soltero (a);Ninguno;(10 a 14);Usme;a) Menores de Edad (<18 años);Enero;Bogotá D.C.;1;Mujer;Ausencia Voluntaria;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(18 a 28) Juventud;47,058;Sin información;Magdalena;Martes;Fiscalía - Cuerpo Técnico Investigación;Educación básica secundaria o secundaria baja;Aparecio Vivo;Soltero (a);Ninguno;(18 a 19);NA;b) Mayores de Edad (>18 años);Enero;Ariguaní;1;Hombre;Ausencia Voluntaria;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(Más de 60) Adulto Mayor;11,001;Sin información;Bogotá D.C.;Martes;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación técnica profesional y tecnológica;Aparecio Vivo;Separado(a),Divorciado(a);Ninguno;(80 y más);Engativa;b) Mayores de Edad (>18 años);Enero;Bogotá D.C.;1;Mujer;Involuntaria;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(18 a 28) Juventud;11,001;Presunta trata de personas;Bogotá D.C.;Miércoles;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica secundaria o secundaria baja;Continua Desaparecido;Soltero (a);Ninguno;(20 a 24);Suba;b) Mayores de Edad (>18 años);Enero;Bogotá D.C.;1;Mujer;Sin Información;Cabecera Municipal
Sin Información;01/01/2017 12:00:00 AM;(29 a 59) Adultez;5,631;Sin información;Antioquia;Miércoles;Fiscalía General de la Nación;Sin escolaridad;Aparecio Vivo;Unión Libre;Ninguno;(45 a 49);NA;b) Mayores de Edad (>18 años);Enero;Sabaneta;1;Hombre;Ausencia Voluntaria;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;11,001;Sin información;Bogotá D.C.;Miércoles;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica secundaria o secundaria baja;Aparecio Vivo;Unión Libre;Ninguno;(35 a 39);NA;b) Mayores de Edad (>18 años);Enero;Bogotá D.C.;1;Hombre;Ausencia Voluntaria;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;11,001;Sin información;Bogotá D.C.;Miércoles;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica primaria;Aparecio Vivo;Soltero (a);Consumidores de sustancias psicoactivas (drogas, alcohol, etc.);(15 a 17);NA;a) Menores de Edad (<18 años);Enero;Bogotá D.C.;1;Hombre;Ausencia Voluntaria;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(18 a 28) Juventud;11,001;Sin información;Bogotá D.C.;Miércoles;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica secundaria o secundaria baja;Continua Desaparecido;Soltero (a);Ninguno;(25 a 29);Santa fe;b) Mayores de Edad (>18 años);Enero;Bogotá D.C.;1;Hombre;Sin Información;Cabecera Municipal
Sin Información;01/01/2017 12:00:00 AM;(18 a 28) Juventud;41,001;Sin información;Huila;Miércoles;Fiscalía - Cuerpo Técnico Investigación;Educación básica primaria;Continua Desaparecido;Soltero (a);Ninguno;(18 a 19);NA;b) Mayores de Edad (>18 años);Enero;Neiva;1;Mujer;Sin Información;Cabecera Municipal
Sin Información;01/01/2017 12:00:00 AM;(18 a 28) Juventud;41,483;Sin información;Huila;Miércoles;Fiscalía - Cuerpo Técnico Investigación;Educación básica secundaria o secundaria baja;Continua Desaparecido;Soltero (a);Sin información;(20 a 24);NA;b) Mayores de Edad (>18 años);Enero;Nátaga;1;Mujer;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(00 a 05) Primera Infancia;11,001;Sin información;Bogotá D.C.;Miércoles;Instituto Nacional de Medicina Legal y Ciencias Forenses;Sin escolaridad;Continua Desaparecido;Soltero (a);Otro;(00 a 04);Ciudad Bolivar;a) Menores de Edad (<18 años);Enero;Bogotá D.C.;1;Hombre;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(18 a 28) Juventud;11,001;Sin información;Bogotá D.C.;Miércoles;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación inicial y educación preescolar;Continua Desaparecido;Unión Libre;Ninguno;(20 a 24);Bosa;b) Mayores de Edad (>18 años);Enero;Bogotá D.C.;1;Mujer;Sin Información;Cabecera Municipal
Sin Información;01/01/2017 12:00:00 AM;(29 a 59) Adultez;70,001;Sin información;Sucre;Miércoles;Policía Nacional;Educación básica secundaria o secundaria baja;Continua Desaparecido;Unión Libre;Ninguno;(30 a 34);NA;b) Mayores de Edad (>18 años);Enero;Sincelejo;1;Mujer;Sin Información;Cabecera Municipal
Negro;01/01/2017 12:00:00 AM;(Más de 60) Adulto Mayor;76,001;Sin información;Valle del Cauca;Miércoles;Personería;Sin escolaridad;Aparecio Vivo;Casado (a);Desplazados (as);(75 a 79);Comuna 01;b) Mayores de Edad (>18 años);Enero;Santiago de Cali;1;Mujer;Involuntaria (Trastorno Mental);Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(18 a 28) Juventud;11,001;Sin información;Bogotá D.C.;Miércoles;Instituto Nacional de Medicina Legal y Ciencias Forenses;Sin información;Aparecio Vivo;Unión Libre;Ninguno;(20 a 24);NA;b) Mayores de Edad (>18 años);Enero;Bogotá D.C.;1;Mujer;Ausencia Voluntaria;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(18 a 28) Juventud;11,001;Sin información;Bogotá D.C.;Miércoles;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación media o secundaria alta;Aparecio Vivo;Soltero (a);Ninguno;(18 a 19);Teusaquillo;b) Mayores de Edad (>18 años);Enero;Bogotá D.C.;1;Hombre;Ausencia Voluntaria;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;8,001;Sin información;Atlántico;Miércoles;Fiscalía General de la Nación;Educación básica primaria;Aparecio Vivo;Soltero (a);Ninguno;(15 a 17);NA;a) Menores de Edad (<18 años);Enero;Barranquilla;1;Hombre;Ausencia Voluntaria;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;11,001;Sin información;Bogotá D.C.;Miércoles;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica secundaria o secundaria baja;Continua Desaparecido;Unión Libre;Ninguno;(30 a 34);Suba;b) Mayores de Edad (>18 años);Enero;Bogotá D.C.;1;Mujer;Sin Información;Cabecera Municipal
Sin Información;01/01/2017 12:00:00 AM;(29 a 59) Adultez;66,682;Sin información;Risaralda;Miércoles;Fiscalía - Cuerpo Técnico Investigación;Sin información;Aparecio Vivo;Sin Información;Ninguno;(40 a 44);NA;b) Mayores de Edad (>18 años);Enero;Santa Rosa de Cabal;1;Mujer;Ausencia Voluntaria;Cabecera Municipal
Negro;01/01/2017 12:00:00 AM;(29 a 59) Adultez;76,52;Sin información;Valle del Cauca;Miércoles;Fiscalía - Cuerpo Técnico Investigación;Educación básica secundaria o secundaria baja;Continua Desaparecido;Soltero (a);Ninguno;(35 a 39);NA;b) Mayores de Edad (>18 años);Enero;Palmira;1;Mujer;Sin Información;Rural Disperso (Vereda)
Mestizo;01/01/2017 12:00:00 AM;(18 a 28) Juventud;11,001;Sin información;Bogotá D.C.;Miércoles;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica primaria;Aparecio Vivo;Casado (a);Ninguno;(25 a 29);NA;b) Mayores de Edad (>18 años);Enero;Bogotá D.C.;1;Hombre;Ausencia Voluntaria;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;11,001;Sin información;Bogotá D.C.;Miércoles;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica secundaria o secundaria baja;Aparecio Vivo;Soltero (a);Consumidores de sustancias psicoactivas (drogas, alcohol, etc.);(15 a 17);Kennedy;a) Menores de Edad (<18 años);Enero;Bogotá D.C.;1;Hombre;Ausencia Voluntaria;Cabecera Municipal
Sin Información;01/01/2017 12:00:00 AM;(29 a 59) Adultez;73,001;Sin información;Tolima;Miércoles;Fiscalía - Cuerpo Técnico Investigación;Educación básica primaria;Aparecio Vivo;Casado (a);Ninguno;(45 a 49);NA;b) Mayores de Edad (>18 años);Enero;Ibagué;1;Hombre;Ausencia Voluntaria;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(18 a 28) Juventud;11,001;Sin información;Bogotá D.C.;Miércoles;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación media o secundaria alta;Continua Desaparecido;Soltero (a);Personas con orientación sexual diversa (LGTBI);(18 a 19);San Cristobal;b) Mayores de Edad (>18 años);Enero;Bogotá D.C.;1;Hombre;Sin Información;Cabecera Municipal
Sin Información;01/01/2017 12:00:00 AM;(29 a 59) Adultez;5,36;Sin información;Antioquia;Jueves;Fiscalía - Cuerpo Técnico Investigación;Educación básica secundaria o secundaria baja;Aparecio Vivo;Soltero (a);Ninguno;(45 a 49);NA;b) Mayores de Edad (>18 años);Enero;Itagui;1;Mujer;Involuntaria (Trastorno Mental);Cabecera Municipal
Sin Información;01/01/2017 12:00:00 AM;(18 a 28) Juventud;5,001;Sin información;Antioquia;Jueves;Fiscalía General de la Nación;Sin información;Aparecio Vivo;Soltero (a);Ninguno;(20 a 24);Belen;b) Mayores de Edad (>18 años);Enero;Medellín;1;Mujer;Ausencia Voluntaria;Cabecera Municipal
Sin Información;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;54,001;Sin información;Norte de Santander;Jueves;Fiscalía - Cuerpo Técnico Investigación;Educación básica primaria;Aparecio Vivo;Soltero (a);Desplazados (as);(10 a 14);NA;a) Menores de Edad (<18 años);Enero;Cúcuta;1;Mujer;Ausencia Voluntaria;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;11,001;Sin información;Bogotá D.C.;Jueves;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica primaria;Continua Desaparecido;Soltero (a);Ninguno;(15 a 17);Bosa;a) Menores de Edad (<18 años);Enero;Bogotá D.C.;1;Hombre;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(18 a 28) Juventud;11,001;Sin información;Bogotá D.C.;Jueves;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación media o secundaria alta;Aparecio Vivo;Soltero (a);Otro;(20 a 24);Teusaquillo;b) Mayores de Edad (>18 años);Enero;Bogotá D.C.;1;Mujer;Ausencia Voluntaria;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(18 a 28) Juventud;11,001;Sin información;Bogotá D.C.;Jueves;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación media o secundaria alta;Continua Desaparecido;Soltero (a);Ninguno;(20 a 24);Ciudad Bolivar;b) Mayores de Edad (>18 años);Enero;Bogotá D.C.;1;Mujer;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;11,001;Sin información;Bogotá D.C.;Jueves;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica primaria;Continua Desaparecido;Soltero (a);Ninguno;(10 a 14);NA;a) Menores de Edad (<18 años);Enero;Bogotá D.C.;1;Hombre;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;11,001;Sin información;Bogotá D.C.;Jueves;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica primaria;Continua Desaparecido;Soltero (a);Ninguno;(10 a 14);NA;a) Menores de Edad (<18 años);Enero;Bogotá D.C.;1;Hombre;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;15,001;Sin información;Boyacá;Jueves;Fiscalía - Cuerpo Técnico Investigación;Educación básica secundaria o secundaria baja;Aparecio Vivo;Unión Libre;Ninguno;(40 a 44);NA;b) Mayores de Edad (>18 años);Enero;Tunja;1;Mujer;Ausencia Voluntaria;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(18 a 28) Juventud;52,835;Sin información;Nariño;Jueves;Fiscalía - Cuerpo Técnico Investigación;Educación básica secundaria o secundaria baja;Continua Desaparecido;Soltero (a);Ninguno;(20 a 24);NA;b) Mayores de Edad (>18 años);Enero;San Andres de Tumaco;1;Hombre;Sin Información;Rural Disperso (Vereda)
Mestizo;01/01/2017 12:00:00 AM;(18 a 28) Juventud;25,178;Sin información;Cundinamarca;Jueves;Instituto Nacional de Medicina Legal y Ciencias Forenses;Sin información;Continua Desaparecido;Unión Libre;Consumidores de sustancias psicoactivas (drogas, alcohol, etc.);(20 a 24);NA;b) Mayores de Edad (>18 años);Enero;Chipaque;1;Mujer;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(06 a 11) Infancia;11,001;Sin información;Bogotá D.C.;Jueves;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación inicial y educación preescolar;Continua Desaparecido;Soltero (a);Ninguno;(10 a 14);Bosa;a) Menores de Edad (<18 años);Enero;Bogotá D.C.;1;Mujer;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;11,001;Sin información;Bogotá D.C.;Jueves;Instituto Nacional de Medicina Legal y Ciencias Forenses;Sin escolaridad;Aparecio Vivo;Unión Libre;Ninguno;(40 a 44);Bosa;b) Mayores de Edad (>18 años);Enero;Bogotá D.C.;1;Mujer;Ausencia Voluntaria;Cabecera Municipal
Blanco;01/01/2017 12:00:00 AM;(18 a 28) Juventud;8,001;Sin información;Atlántico;Jueves;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica secundaria o secundaria baja;Aparecio Vivo;Soltero (a);Ninguno;(18 a 19);NA;b) Mayores de Edad (>18 años);Enero;Barranquilla;1;Hombre;Ausencia Voluntaria;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;11,001;Sin información;Bogotá D.C.;Viernes;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación inicial y educación preescolar;Aparecio Vivo;Soltero (a);Ninguno;(10 a 14);Chapinero;a) Menores de Edad (<18 años);Enero;Bogotá D.C.;1;Mujer;Ausencia Voluntaria;Cabecera Municipal
Sin Información;01/01/2017 12:00:00 AM;(12 a 17) Adolescencia;76,111;Sin información;Valle del Cauca;Viernes;Fiscalía - Desaparicion Forzada y Desplazamiento Forzado;Educación básica primaria;Continua Desaparecido;Soltero (a);Ninguno;(15 a 17);NA;a) Menores de Edad (<18 años);Enero;Guadalajara de Buga;1;Mujer;Sin Información;Cabecera Municipal
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;50,001;Sin información;Meta;Viernes;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica primaria;Continua Desaparecido;Unión Libre;Ninguno;(50 a 54);NA;b) Mayores de Edad (>18 años);Enero;Villavicencio;1;Hombre;Sin Información;Sin Información
Mestizo;01/01/2017 12:00:00 AM;(18 a 28) Juventud;11,001;Sin información;Bogotá D.C.;Viernes;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica primaria;Aparecio Vivo;Soltero (a);Ninguno;(18 a 19);NA;b) Mayores de Edad (>18 años);Enero;Bogotá D.C.;1;Mujer;Ausencia Voluntaria;Cabecera Municipal
Sin Información;01/01/2017 12:00:00 AM;(Más de 60) Adulto Mayor;73,026;Sin información;Tolima;Viernes;Fiscalía - Cuerpo Técnico Investigación;Sin escolaridad;Continua Desaparecido;Soltero (a);Ninguno;(65 a 69);NA;b) Mayores de Edad (>18 años);Enero;Alvarado;1;Mujer;Sin Información;Rural Disperso (Vereda)
Blanco;01/01/2017 12:00:00 AM;(29 a 59) Adultez;76,563;Sin información;Valle del Cauca;Viernes;Policía Nacional;Sin información;Continua Desaparecido;Soltero (a);Ninguno;(35 a 39);NA;b) Mayores de Edad (>18 años);Enero;Pradera;1;Hombre;Sin Información;Cabecera Municipal
Sin Información;01/01/2017 12:00:00 AM;(29 a 59) Adultez;73,001;Sin información;Tolima;Viernes;Fiscalía - Cuerpo Técnico Investigación;Educación básica primaria;Aparecio Vivo;Soltero (a);Ninguno;(55 a 59);Comuna 12;b) Mayores de Edad (>18 años);Enero;Ibagué;1;Hombre;Involuntaria (Trastorno Mental);Cabecera Municipal
